epoch,data_loss,phys_loss,val_data,val_phys
0,0.32095517903826803,7.852504455048902,1.2957617569636632,0.003114127904292081
1,0.3102369777830353,0.003376201195084256,1.1379012382113851,0.003004199675434119
2,0.2193436844258124,0.0028119199281411893,1.0495832926267152,0.002672103434367539
3,0.16310207883963423,0.002721565592796838,1.0055082414176437,0.0024372391920484656
4,0.13268643450945355,0.002493104956213957,0.9869322088453081,0.0024430862845170064
5,0.1268410439125161,0.006734909679968556,1.0992870730358166,0.030096729940080738
6,0.14106590834152088,0.006994431767759196,0.9797166878884132,0.002229362661084095
7,0.10690068327606692,0.002288554653934623,0.9639637140365509,0.002131613989274104
8,0.1079805806521024,0.015176188136531172,0.9450407868379599,0.13314055321695326
9,0.11424693130375294,0.006837284799546617,0.9598796692166057,0.002299401152936684
10,0.11504463277357199,0.0057582647021111105,0.9520240306973339,0.0019809647098548346
11,0.1168424677517679,0.020043968691545237,0.9813475006229275,0.0023619287973409378
12,0.09676839896244056,0.0022771455279520054,0.9440192411115,0.001967802102752886
13,0.08346110235960147,0.00263802941240947,0.9475289807691203,0.002073486802632456
14,0.07930859527858754,0.0022689231602793626,0.9341177615847859,0.00204113177507632
15,0.07591078209222181,0.0033265599123749896,0.9321210562408745,0.002139708750856134
16,0.12899655138657484,0.04794464014324077,0.9918270898865653,0.002468579016359789
17,0.10443727260969403,0.03566012732084659,1.031738511808626,0.01118793090773778
18,0.11569293846240204,0.002662043314811991,0.9388765598034168,0.0020577111555920256
19,0.07837599218263758,0.002174071248239383,0.9344937257714324,0.002021599349079209
20,0.07443994510077061,0.0038095734500152973,0.9545503382558946,0.003782273467432905
21,0.07829059888323892,0.002993827143663101,0.9294085661014477,0.0020440124832633343
22,0.07126865637175897,0.002721605995947846,0.9252881789421821,0.0019842785704959104
23,0.06544370014829731,0.030088645614190643,0.9624445184127434,0.24606326549917787
24,0.15004282010330838,0.014365014278756619,0.9520008059648367,0.0073531383032595125
25,0.0869386225455114,0.006197084263653102,0.9310249496292282,0.0022256378724996176
26,0.07334981383139572,0.002941736531038112,0.9256669628274786,0.0021396219057238453
27,0.068769862937198,0.0049457355505890315,0.9219166716257413,0.0021342299601805584
28,0.06585021500060621,0.032204714634882455,0.962393108721856,0.008859323787983956
29,0.0754581936475787,0.0026036804855293066,0.9256115086547859,0.0022835287858139386
30,0.25575691769259995,2.8954583723130596,1.0943979342857917,0.011412475270207053
31,0.26344706271025126,0.0061011176759821276,1.0762259621958394,0.0032225945823966384
32,0.22593016897917687,0.0025809424382270537,1.0745398994092341,0.0020499843227156957
33,0.23291385336389553,0.00500142683766866,1.0686406000748976,0.0026916478496309105
34,0.2286198311679521,0.011131286972984858,1.080788971660854,0.0030058139430863278
35,0.23615638233823574,0.013886285921588968,1.070919250572597,0.014170195044880802
36,0.22509009229407625,0.011688586673612117,1.0983326944199714,0.004969907947792695
37,0.21905051610070966,0.003523836453351077,1.0465493121823588,0.0029330467016759005
38,0.1949034678467204,0.0029512735754577035,1.0558673398239868,0.0030003200519130332
39,0.190530120258623,0.0030755505194834036,1.0312256831508297,0.0033169111407191664
40,0.19774812287308005,0.003301752106136597,1.0063628104183224,0.030171502576945546
41,0.2184440595864059,0.011688994027071919,1.0557481832318492,0.00278184659566012
42,0.20276108890883485,0.005094112181157041,1.0493121720575072,0.002544455938031906
43,0.2057976702923483,0.005149870931395282,1.0354573291379374,0.002792148680363844
44,0.2554453567135498,0.04283938053722136,1.0733107271847073,0.0029552368282970342
45,0.2239496227544494,0.008608862040878346,1.0746668546230762,0.004067636027533959
46,0.19481370726253805,0.0033323140387026854,1.0420770684441367,0.0025378295374414573
47,0.21306061824311626,0.01095657390164451,1.0480560469817926,0.01388787035341863
48,0.22577976228741373,0.005618678296180198,1.0563965293910953,0.0028715103357140866
49,0.19139802999859595,0.0027521017085430626,1.458414075853346,0.013384782960387198
50,0.26210694659812916,0.012607247701563526,1.1942110010436722,0.005202758555336819
51,0.23088800693570302,0.005277277444420701,1.044994356093945,0.003158776214221617
52,0.22001126083765138,0.0075791314548316335,1.0492606751330487,0.00314575278076467
53,0.20726037931427377,0.0033421320754676576,1.0295950048096054,0.02803431375028489
54,0.2331414518842983,0.010800060906509094,1.0607067018479377,0.003428509707779407
55,0.19842261000816594,0.004027495237204541,1.0411502973778504,0.0027338242089444704
56,0.18931206411934376,0.0031241312425946363,1.0300132261289583,0.00298474914209171
57,0.1847170002153899,0.002838035574189844,1.0543124283943976,0.002418541144551737
test,0.7932102394104004,0.0021103798504918812
