epoch,train_loss,train_phys,val_loss,val_phys
0,0.9526373388764265,25502381181.027714,0.8942386165008201,958445.8011051449
1,0.9388585778509038,23279826949.62497,0.8845572913443291,4199474.647852148
2,0.9348104870423545,17308079788.96779,0.8841543436407686,6044843.673326673
3,0.9334573100270999,14720987682.644693,0.884759643932918,21054816.76123876
4,0.9334665738390329,13175690560.36754,0.8832195435132418,6068954.12962038
5,0.9324828492419401,12516446255.300875,0.8832814038454831,15880052.100649351
6,0.9322098048289914,12067064966.48789,0.8824629438864244,6768940.995004995
7,0.9315778530045842,11754908670.721598,0.8832363106392243,8784005.558941059
8,0.9316932267464055,11518357512.693134,0.8828114678452422,17805289.551948052
9,0.9316932375809078,11058263289.54407,0.8834088229751969,7996918.8621378625
10,0.9312695890776673,10992041116.987764,0.883797519154601,4858170.41008991
11,0.9314016704702198,11079034395.741323,0.8833865179167641,19028341.575424574
12,0.9312425349833218,10815283643.861174,0.8823321617090262,9426148.048951048
13,0.9310426409622554,10772776901.193508,0.8827160210995288,5365698.936563437
14,0.930437683791257,11090214789.529089,0.8820996281507608,5856872.865134865
15,0.9304284011231231,11158372041.348314,0.8829189147744384,6306607.468531469
16,0.9300108747387051,11847858798.326092,0.8806015447779493,6425977.755244755
17,0.9291481673196609,12790993389.974531,0.880626857221186,7167466.939560439
18,0.9282534582486909,13851108667.253933,0.8805582022571659,9103398.392607393
19,0.9274586229437448,14950774220.22472,0.8789295795914176,11688981.455544455
20,0.926406496621845,15655647518.873407,0.8783665987756941,10549350.114885114
21,0.9264881489428688,16902201310.505867,0.8782791909161624,13551687.777222777
22,0.9251318511444978,17136804016.419476,0.8768347707780806,14561272.617382618
23,0.9242120415381576,18296826190.941322,0.8770041452659355,15022549.738261739
24,0.9233555893475346,19445640476.572285,0.8768477653051828,15388375.372627372
25,0.9225238627559981,20732626867.80724,0.8749562242290714,15970766.538461538
26,0.9217239670390345,21486189735.98202,0.8733669864190565,19976416.908091906
27,0.9210296952173802,22427650662.65568,0.8737656700980294,17699373.32267732
28,0.9201514712284864,22893943194.111362,0.8707873337156885,19238421.001998004
29,0.9201271195090219,23263753663.69638,0.874050312228017,18791501.114885114
30,0.919418600674128,23758194580.61423,0.8732469255750354,19903961.828171827
31,0.9193369204111016,23461228115.47965,0.8720985132973869,15645869.833166834
32,0.9189410817087367,23862889989.241447,0.8721702844946535,16836769.62937063
33,0.9185297661059805,23965226593.797752,0.8710420546117243,17092785.134865135
34,0.9181761822301648,24497265794.141323,0.871110675218222,16519431.553446554
35,0.9182731156938532,24555597097.356304,0.8723248185573163,21214227.67032967
36,0.9180990411101209,24549180529.26642,0.8719737576199816,17969775.533466533
37,0.9175320428557759,24935741284.034958,0.8728693624238273,18300145.354645353
38,0.9174979638368747,25089963777.342323,0.8723836285131914,18397293.584415585
39,0.9174675910213913,25327714229.341324,0.8728889090555174,17896956.827172827
40,0.9168279843383961,25826981045.277405,0.874639728924373,20243199.456543457
41,0.9168734319201123,25903407071.272907,0.8727990020881523,21338547.262737263
42,0.9162672414464152,26446433021.507114,0.8736860378162487,20643128.55944056
43,0.9162030297867516,27004594042.02347,0.8729780967180784,25180629.36863137
44,0.9160058086656602,27309281679.884144,0.8739999031329846,25774191.916083917
45,0.9154615838280629,27685145553.210487,0.8727938848418313,23023343.484515484
46,0.91554847125257,28275189622.955307,0.8735453485251664,26061770.245754246
47,0.9152529813525977,28744422198.779526,0.8736905656851731,29063246.633366633
48,0.9147303251663547,29309030203.637455,0.8738326427938936,29326398.005994007
test,0.7783890771865845
