epoch,loss_data,loss_phys,val_data,val_phys
0,0.3060819812481769,56.09278383307885,1.2942051468314706,0.0037980083316624105
1,0.3690412692362896,0.0030331617047993954,1.1630605143624229,0.0026349697955656095
2,0.2752624961767304,0.002360304399392336,1.07481848598122,0.0022976325264760663
3,0.18937160451239562,0.002339270929590835,1.0031656715181563,0.002317920544200561
4,0.14087776595659174,0.0023344617895084373,0.9676920574504536,0.0023397538442533096
5,0.14459714557831355,0.0047702197343594726,0.9617664918794737,0.0021357728062768827
6,0.1272836339179794,0.005903123404956266,0.949485956372081,0.002110711229801342
7,0.10303923960928614,0.002330330415941617,0.9382683510308737,0.0021867192479187287
8,0.09863472156942858,0.0034177280918865948,0.9542126727032733,0.0020272656835589585
9,0.1228221578711874,0.017919360065004893,0.9401201927935803,0.002160174170877416
10,0.10176922052577789,0.004944504087688529,0.9233571806630412,0.0020559322096865167
11,0.26481694963838576,0.07735077586436595,1.088309717345071,0.003092459895155885
12,0.17148399270243114,0.0029347134325606807,0.966650462293482,0.002119809333988643
13,0.13295480864175993,0.007059665102413977,1.5089242095118398,0.008302421683071555
14,0.24412333567193087,0.03775503401430591,1.0645172507851035,0.0024276214496387945
15,0.21907310533091964,0.0027979920468247784,1.037691858979491,0.00220578169979557
16,0.16492035468196153,0.0028014595362796132,0.9815195434457892,0.002224722360311956
17,0.10774019747860869,0.0022564354817732964,0.9313669355956468,0.0027776298087116304
18,0.6453865674104583,28.208229303048615,1.2813620817411195,0.005486655023905424
19,0.40465655370746806,0.005659189261844877,1.2204416809263048,0.004827690113998287
20,0.33466121954715505,0.0033067433527448724,1.1499790957162193,0.0025369121270211454
21,0.2854082558931929,0.002552381834857045,1.1503603236896771,0.0022904282897714522
22,0.26996779598844484,0.0022786568777028765,1.119436875208989,0.002053739967756904
23,0.27487172895156486,0.002199459063428711,1.1178953791712667,0.0019541559836266193
24,0.2503477642003368,0.0018771245926513932,1.1045005078558678,0.0016798967063858673
25,0.24425641347778573,0.0017522947429347965,1.0951853909573475,0.0015609621316414106
26,0.26638578724920675,0.00206645664002644,1.1172401589470786,0.0016207844676025636
27,0.24234870339228717,0.0015633196073797033,1.0838386355103788,0.001428238654669214
28,0.24648865451675825,0.0016706098175401825,1.0865653738989816,0.0014318311468351048
29,0.22840056243014245,0.0014481390276737743,1.0682454824923993,0.001330060126319468
30,0.2830298915635632,0.07110404767818079,1.108928909906736,0.0014410280786756125
31,0.2346451149711597,0.0013833277550387602,1.0683056242339737,0.0014147877071674292
32,0.25373954894986195,0.002413125112117937,1.2518777736536153,0.0032204121926224434
33,0.3043996346800515,0.0020324690488065953,1.1394726520294434,0.0018428467635342575
34,0.2465319626898355,0.0012792984432088543,1.08030803577526,0.0012298254493891925
35,0.2936271175611927,0.002718891552155291,1.2387913510754154,0.002290153368418063
36,0.29681965902949986,0.0014863048363000285,1.1039102246592214,0.0012224669992499477
37,0.40060229728582053,0.004049743910479393,1.2624779736007248,0.003640040415213569
38,0.370498966895388,0.0016591787171990758,1.1643756859071486,0.001075198734551296
39,0.3038832669177752,0.0012541091581748406,1.3243287156273673,0.001189817705742464
40,0.3012752401322759,0.0008148894455026923,1.1334149168206975,0.0007294265417401659
test,0.9712921571731568
