epoch,data_loss,phys_loss,val_data,val_phys
0,0.038718419280205474,329892898.8044944,0.8902376989622811,1429630.5034496754
1,0.023663936506552196,641924313.7078651,0.8830760004637125,918292.6933691308
2,0.020897445309158418,182670619.16204745,0.8827986102123242,3177311.303196803
3,0.020241831188158744,168655831.33483145,0.8819046923806975,1556810.8472777223
4,0.019879637639527763,157924555.72933832,0.8829875511008424,4987300.7676698305
5,0.019628852602564143,149573358.27415732,0.882246340845491,3166670.8509927574
6,0.01908725266450651,149840828.8519351,0.8814082650037912,12018538.433886426
7,0.017857950430516894,164693367.8142322,0.8806125250134197,3071339.330310315
8,0.01557893462562829,200772319.92009988,0.8782069484194318,737970.359015984
9,0.012981729749613412,260928434.97228464,0.8756109876232547,7640447.250109266
10,0.010593496333719341,277683906.82846445,0.8727098337182037,4589510.877185315
11,0.008270892214736949,308744941.0636704,0.8711803619201843,7192160.235264735
12,0.007411658319850428,312952781.08764046,0.8713448148269158,1538031.545719905
13,0.006821097538326303,370773774.6137328,0.8710596126157206,2193798.2131774477
14,0.006565502488150839,312519176.6451935,0.8708647253153684,1312980.8629963787
15,0.006428636181471723,431450028.69612986,0.8714902427765754,1544499.8192471592
16,0.006231041482362557,302098504.1418227,0.8702825095865514,1170927.9640515735
17,0.006063907577210896,300100663.65043694,0.8712537102289609,2163549.2299263235
18,0.005922173899360066,294262882.4369538,0.8710284476632719,4835629.144043457
19,0.00582843953720323,295209902.47790265,0.8705796411821058,2780284.3983867695
20,0.005736494716373127,291891372.0649189,0.87112419290857,5882187.789819555
21,0.005732634299889337,289290089.611985,0.8706210351490474,1505334.9702485015
22,0.0055317741893138855,290207254.9073658,0.8705426361653712,17031581.205856644
23,0.005489619755733772,285474555.35780275,0.8710757003916608,7708340.331278097
24,0.005451085019889247,283602182.39201,0.8708725503750971,810083.3917957043
25,0.005410421145300889,286988781.5750312,0.8733039469747514,1690747.0942495004
26,0.00527606958955917,301278202.8464419,0.871085096787025,2125152.132976399
27,0.0052142274155561694,287607501.13957554,0.8715403892777183,32159803.552447554
28,0.0051566818318609965,280976840.42147315,0.871390222431301,6898724.171594031
29,0.005183735341484775,286327785.8716604,0.8706078656784424,2006048.6304788962
30,0.005111110779327735,279257990.04843944,0.870542526185572,1827317248.3407373
31,0.004980553888928578,280679037.47515607,0.8713535831405685,2070960.6944305694
32,0.004963720321873861,278351896.39350814,0.8714070283806884,180492709.07672015
33,0.004920732735955015,278948073.2923845,0.8705793888895186,5666355.369536714
34,0.004877096872088428,295352921.3203496,0.8715174477417152,1710989.4160214786
35,0.0047997777117706935,329447543.1630462,0.8710625927884142,1583639.3318088162
36,0.004778276883023843,302519279.9560549,0.8715160488486885,18386186.001998004
37,0.004756521372317561,327367614.6416979,0.8714398296324761,7022293.002661401
38,0.0047184491302171595,274138964.7740325,0.8712173186458432,3966701.63710118
39,0.004742029686801406,288574105.38426965,0.8717984904895176,4359638.553821179
40,0.004677345184783699,273741184.3915106,0.870784303525111,26694514.85235858
41,0.004613198298895813,281167472.3315855,0.8716803039465989,2340916.5247603958
42,0.004597568149549349,279116182.7875156,0.871174596346818,3070158.7348432816
43,0.004558954875074448,270809692.6601748,0.8710855292630839,1332700.0503949176
44,0.0045129592996672,271072020.1188514,0.8710048321362857,9357669.89714192
45,0.004559113100385026,325847650.2172285,0.8708767484832596,413451.08385364636
46,0.00446364599874199,284556492.4004994,0.8714289743821699,10680441.00691496
test,0.7457979440689087,413160.39125
