epoch,data_loss,phys_loss,val_data,val_phys
0,0.04003857025102283,309229029.39725345,0.8916465662695192,30842889.54795205
1,0.02641375485003069,215387288.84094882,0.8842578708946883,41056901.49025974
2,0.02443364794260256,331383291.35780275,0.8838980749889568,5533311.277472528
3,0.023642777787351726,166924086.89538077,0.8837753300900226,1639577.3721278722
4,0.023334250582403012,169118240.60724095,0.8828335366287193,2317884.3875187314
5,0.022930986469102264,128504579.843196,0.8830015849876595,21274308.67800949
6,0.02286792303715715,175998409.44818977,0.8832405980650362,12942001.258241758
7,0.022496367317069783,126313989.32933833,0.8828292422956758,6489786.688311689
8,0.021671851519751043,142544843.5695381,0.8819429081279438,10951081.2007992
9,0.020022145306665948,161549228.59225968,0.8803094855912558,4179938.1843156843
10,0.01764341824282235,207605361.76179776,0.8789547912248007,2117620.077922078
11,0.016005520034260517,300809928.01797754,0.8763079983847482,3730162.5864135865
12,0.014214888700840997,588365014.7715356,0.8746075575406497,72227451.3066933
13,0.013506429990086142,266785191.71835205,0.8732743129268155,4998940.061188811
14,0.013070391688714461,255689461.5210986,0.8733563034922689,5035220.652347652
15,0.012820057659764563,259874092.156804,0.8728196788858343,21222039.386113886
16,0.012599779528852892,257036258.03345817,0.873787141167796,7227702.571678322
17,0.01250941464596064,900472734.1583021,0.8734310183610831,2741311.278096903
18,0.0123079044602523,288227835.4137328,0.8739850222171246,2701072.3786213784
19,0.012290228191605036,256646333.09962547,0.8736238596918104,6219569.306193806
20,0.01218013795494996,258908620.17278403,0.8728402171220694,4079905.9325674325
21,0.012012735820409102,539561839.9960049,0.8731058011879097,8729886897.02577
22,0.012030602806479149,263930741.91260925,0.8731411587703716,2123345.6678633867
23,0.011851114824939793,259111117.84669164,0.8731703183034083,4987424.158841159
24,0.011743247330993339,248600272.93483147,0.8740273934977871,8937442.348713785
25,0.01175168812212147,246632119.32284644,0.8728891201428958,4433688.91520979
26,0.011658104305293937,259858401.6579276,0.872794947424135,25412273.771103896
27,0.01167946584945947,255062929.33433208,0.8734826034718342,5610545.18444056
28,0.0115237104641355,239907214.82147315,0.8732354699910342,11609100.767732268
29,0.011468577780964297,448725172.3066167,0.8731655966747295,6131977.003434066
30,0.011376774607321593,1071387002.4469414,0.8734154436852668,2505576.452485015
31,0.011486247052948982,241633558.38401997,0.8731590404615297,7053707.049138362
32,0.011337669898573304,239345902.26616728,0.8735992448789613,20059470.41858142
33,0.011278621336507998,282842763.9131086,0.8739002672704188,5042307.072365135
34,0.011233695569714432,245507186.2491885,0.8737766783196966,10959097.885114886
35,0.013228789381403825,263107544.1977528,0.8742110346342539,35002618.93606394
36,0.011511429306701031,245664021.66491884,0.8731056975198912,3020783.7948926073
37,0.011241263632759098,239098018.1692884,0.8736806461265633,7072807.646478522
38,0.011033482033033832,238227365.99650437,0.8733066744975873,2507219.172952048
39,0.011015878025833028,257905641.69588014,0.8735638758042952,10044685.305944055
40,0.010919972695293982,243872745.3962547,0.8735180610305184,16444332.370754246
41,0.010939134720982647,258452825.50411984,0.8737711829024476,3326005.408966034
42,0.01088686485910851,241403871.82421973,0.8732110701955401,8241386.7597402595
43,0.01071911332326547,240391185.95755306,0.8732457093068293,5280038.138861139
44,0.010649038860562737,239631166.4019975,0.874206490390427,7741513.451298702
45,0.01080336060105229,298120926.6297129,0.8730535835891099,9147894.303384116
46,0.010736808211039216,252318403.03220972,0.8745864115275822,7668310.598401599
47,0.010690411589063063,239935576.24569288,0.8736392519809864,30025669.341658343
48,0.01073031916588861,236917592.14581773,0.8736559671240968,6097011.593593906
49,0.010570315343935913,244145868.69213483,0.8741512607027601,3052361.2536213784
50,0.010610062079027425,394726213.41722846,0.8736612863473959,7612494.5414585415
51,0.010576693272071608,252688265.32434458,0.8735781632936918,3315110.3466533464
52,0.010534356319032767,247238546.7605493,0.8733345296952155,3311363.7835914087
53,0.010451142225744722,255643447.51460674,0.874560303740449,3088565.808941059
54,0.010468463054840707,241055636.01098627,0.8740520084892714,4460610.768044456
55,0.010492039980545882,250969019.92908865,0.8742204488931479,3276421.989260739
56,0.010415671726505036,251239175.2349563,0.8737353320483799,3224242.87244006
test,0.6769685220718383,2004512.395
