epoch,train_loss,train_phys,val_loss,val_phys
0,1.4407788978980276,23.99969833684026,1.542197297741245,0.0035377251724903283
1,1.519780228126064,0.0031855398667546063,1.4323687512915093,0.0027903131466102114
2,1.4356189309880976,0.002647503958573186,1.3663437616575014,0.0024664162587910354
3,1.3651767963922574,0.002316952845925807,1.2832953125446827,0.0021330568214671893
4,1.3072005351682132,0.0020131793050455877,1.2487075424694514,0.0018812310744679862
5,1.2667156335268723,0.001767180989189457,1.212699458375201,0.0016516419940513674
6,1.2341273862026754,0.0015813856508313084,1.1841520032325348,0.0015327621057823107
7,1.2079748524262217,0.001471002613247771,1.1544873715637924,0.0014071835796455746
8,1.1842843588520673,0.0013850136258617303,1.1374364198147358,0.0013466505923417289
9,1.1741017130876747,0.0013829266338245235,1.15701665512689,0.0014713872945146425
10,1.1694650697648599,0.0013756023720778831,1.1169144705935314,0.0012821334250900265
11,1.1471680097067996,0.0012631307757190997,1.0895628386682326,0.001353513761577043
12,1.148446058512627,0.0013113367276501083,1.106522817116279,0.001287638989545137
13,1.1296083173204152,0.0012040230715019483,1.1001922253604892,0.0012612519626432172
14,1.1309382867277338,0.0012364729989224699,1.0860044345274553,0.0012407871349328584
15,1.134554422229119,0.0012960122161650666,1.0728616702568519,0.0012034317548316974
16,1.1185844532708253,0.001216867792544498,1.0687846680740258,0.0011634201613384169
17,1.1195689549606838,0.0012669983944598674,1.1203170852227644,0.0013199401612334944
18,1.1062013996376676,0.0011742587214668332,1.0466635786331855,0.0020833111604904525
19,1.1352106585782415,0.0014085308588185487,1.067646555312268,0.0011915868261250316
20,1.1002127816316936,0.0011715346372647957,1.0505312270932383,0.0011270416570924127
21,1.1019924068569988,0.001202837046998531,1.0415227039234265,0.0011056063663713136
22,1.0979652041948393,0.0011958974016511746,1.040811959858779,0.0010897311722519217
23,1.082538457160883,0.0011063919423006186,1.0322372472726857,0.001072013987689749
24,1.0867712720503075,0.0011699926869980944,1.0564801311278558,0.0011819520638185691
25,1.092971390255084,0.0012218074964071054,1.0660567337816411,0.0012197643017199087
26,1.0844417724418878,0.001186143928823688,1.026579435293253,0.0030571208916954345
27,1.1191742777973228,0.001459411842360181,1.0328946727496404,0.001107350924632863
28,1.0852036469289277,0.0011974247482043694,1.035666712752351,0.001217179862037115
29,1.0902705198816591,0.0012385735476619741,1.0358245856278425,0.0011222935110734372
30,1.0923444971163174,0.0012508437746424185,1.0249455662874074,0.00107854035879289
31,1.0855761932671888,0.0012602110485198644,1.118285693071939,0.0014138250609629086
32,1.0815198353018505,0.0011437198301816776,1.0316456462238932,0.0011080994224687527
33,1.0745250811439924,0.0011335895389792848,1.0279524215570577,0.0011076395950893258
34,1.076902931697955,0.001145126460847932,1.0428821526683651,0.0011266774940327717
35,1.0672741691420289,0.001071066374642851,1.0189986380782876,0.001038994006863744
36,1.0747912714395036,0.001133250534771645,1.025469863748217,0.001126742707546819
37,1.0774111911598663,0.001138971454885959,1.0232810933034975,0.001033060311862676
38,1.0799577932083948,0.001159685438838363,1.0462690490585465,0.0011157054691570815
39,1.0805126138096595,0.0011549553762686517,1.0782115786940187,0.0011944869349661332
40,1.0707427511203305,0.0010481694664982858,1.023357762382938,0.0010063742998276616
41,1.0723619007588028,0.0011109614610781292,1.060585724366652,0.001245614458605848
42,1.0704869136381685,0.0010369789692748817,1.0229296235295084,0.001033135994963653
43,1.0736752746108171,0.0010757213519460589,1.0287052780598194,0.0010084242754886587
44,1.0662860227434823,0.0010230829709322283,1.0375049575106365,0.0011565046955726215
45,1.07030443466558,0.0010439242474669672,1.0282881213473034,0.00127681649102086
46,1.07128997477104,0.0010360111610047734,1.0248807607949912,0.0011049284436670203
47,1.0667571429679457,0.001043668987994523,1.0447124412486126,0.0011529897833447698
48,1.0701365875096505,0.001057594216146161,1.063237872454789,0.0013108911559350424
49,1.0923019901792357,0.001115936685886034,1.0290413594150638,0.000996399779462597
50,1.070095645815841,0.0010490420130843043,1.0582550265691377,0.0018329176447958082
51,1.081139628151978,0.001049510314136269,1.0176163027574727,0.0009258616869533239
52,1.064301865347911,0.0009920327668979335,1.0271494134918198,0.0010803825860204812
53,1.0658434232968963,0.000997804798163734,1.0468925529426627,0.0010554017763088023
54,1.0650151648027322,0.0009697323873727472,1.0127946393234986,0.0025262299061684936
55,1.092925418881739,0.0011325420191181305,1.0276056351837937,0.001071842769012004
56,1.0676983558283317,0.0009842105686825033,1.0246683023907206,0.000973707289327044
57,1.0604665564835891,0.0009471671959820126,1.0246644516091246,0.0009800106958978317
58,1.0614682096667059,0.0009605849272781953,1.0343416493970317,0.0011049261105923237
59,1.0742917851264706,0.001022067607279295,1.0465398193239333,0.0010070150475493156
60,1.0797214097893342,0.0010590073295616627,1.0613258091005293,0.0010328621107649494
61,1.064041623848952,0.0009264278536186915,1.0136341728887834,0.0009122097149624356
62,1.0672177015023583,0.0009749586375072115,1.0222920957026067,0.0009083753358316864
63,1.0631899442863226,0.0009393266791544073,1.0162719007019516,0.0009071688058662352
64,1.0748903539892143,0.0010090935480003053,1.0252459078401952,0.0009028364822931856
65,1.0777245909980173,0.0010195186227669338,1.0259123382630286,0.0009015866761239102
66,1.07283305882217,0.000994241443380118,1.0483023240254237,0.0009779267948814905
67,1.0683440632587962,0.0009578201034543489,1.0501323288137263,0.000973647276414549
68,1.074336691570937,0.00097625060995271,1.0339158313734071,0.0009605518313586251
69,1.0761979419491563,0.0010049360646423274,1.0429204172425932,0.0011044271027699083
70,1.0793947523750467,0.0009809186506246712,1.0278256113950786,0.0008927374045117074
71,1.0777773732400864,0.0009875539560615086,1.030974984645367,0.0008976498235981878
72,1.077578947323836,0.0009955341817977398,1.0634695355827872,0.0009974140513848353
73,1.0814333127679003,0.0011951933602410625,1.199424660765565,0.0018169439933192987
74,1.1259255535742465,0.001102166191108534,1.0298811680787092,0.0009022654305988147
test,0.8457179284095764,0.00090641884598881
